region,title,location,tonic,pitches,num_notes,pitchclasses,num_pitchclasses,tonic_transposed,pitches_transposed,pitchclasses_transposed,top5_after_transpose
han,Renmin gongshe shizai hao,"Asia, China, Shanxi, Zizhou",D,"['D5', 'A4', 'C5', 'D5', 'D5', 'A4', 'C5', 'D5', 'G5', 'C5', 'A4', 'G4', 'A4', 'C5', 'D5', 'G5', 'D5', 'C5', 'A4', 'C5', 'A4', 'G4', 'E4', 'D4', 'G4', 'F#4', 'G4', 'G4', 'A4', 'C5', 'D5', 'D5', 'C5', 'D5', 'G4', 'D4', 'A4', 'C5', 'D5', 'G5', 'D5', 'C5', 'A4', 'C5', 'A4', 'G4', 'E4', 'D4', 'D5', 'C5', 'A4', 'G4', 'A4', 'C5', 'D5', 'G5', 'D5', 'C5', 'A4', 'C5', 'A4', 'G4', 'E4', 'D4']",64,"['D', 'A', 'C', 'G', 'E', 'F#']",6,C,"['C5', 'G4', 'B-4', 'C5', 'C5', 'G4', 'B-4', 'C5', 'F5', 'B-4', 'G4', 'F4', 'G4', 'B-4', 'C5', 'F5', 'C5', 'B-4', 'G4', 'B-4', 'G4', 'F4', 'D4', 'C4', 'F4', 'E4', 'F4', 'F4', 'G4', 'B-4', 'C5', 'C5', 'B-4', 'C5', 'F4', 'C4', 'G4', 'B-4', 'C5', 'F5', 'C5', 'B-4', 'G4', 'B-4', 'G4', 'F4', 'D4', 'C4', 'C5', 'B-4', 'G4', 'F4', 'G4', 'B-4', 'C5', 'F5', 'C5', 'B-4', 'G4', 'B-4', 'G4', 'F4', 'D4', 'C4']","['C', 'G', 'B-', 'F', 'D', 'E']","['C', 'B-', 'F', 'G', 'D']"
han,Zanmen de ling xiu Mao Zedong,"Asia, China, Shanxi Nordwesten",C,"['C5', 'C5', 'F5', 'C5', 'B-4', 'G4', 'C5', 'E-4', 'F4', 'G4', 'C5', 'C5', 'F5', 'C5', 'B-4', 'G4', 'C5', 'E-4', 'F4', 'G4', 'F5', 'D5', 'F5', 'D5', 'C5', 'F5', 'D5', 'F5', 'C5', 'B-4', 'G4', 'C5', 'G4', 'G4', 'G4', 'G4', 'C5', 'G4', 'F4', 'E-4', 'D4', 'C4', 'F4', 'E-4', 'F4', 'G4', 'C5', 'G4', 'A4', 'G4', 'F4', 'A4', 'G4', 'F4', 'E-4', 'D4', 'C4']",57,"['C', 'F', 'B-', 'G', 'E-', 'D', 'A']",7,C,"['C5', 'C5', 'F5', 'C5', 'B-4', 'G4', 'C5', 'E-4', 'F4', 'G4', 'C5', 'C5', 'F5', 'C5', 'B-4', 'G4', 'C5', 'E-4', 'F4', 'G4', 'F5', 'D5', 'F5', 'D5', 'C5', 'F5', 'D5', 'F5', 'C5', 'B-4', 'G4', 'C5', 'G4', 'G4', 'G4', 'G4', 'C5', 'G4', 'F4', 'E-4', 'D4', 'C4', 'F4', 'E-4', 'F4', 'G4', 'C5', 'G4', 'A4', 'G4', 'F4', 'A4', 'G4', 'F4', 'E-4', 'D4', 'C4']","['C', 'F', 'B-', 'G', 'E-', 'D', 'A']","['C', 'G', 'F', 'E-', 'D']"
han,Tian xin shun,"Asia, China, Shanxi Yanchang",D,"['D5', 'A4', 'D5', 'D5', 'A4', 'D5', 'A4', 'D5', 'G4', 'E4', 'D4', 'D5', 'D5', 'G5', 'G5', 'D5', 'G4', 'A4', 'B4', 'A4', 'E4', 'G4', 'E4', 'D4']",24,"['D', 'A', 'G', 'E', 'B']",5,C,"['C5', 'G4', 'C5', 'C5', 'G4', 'C5', 'G4', 'C5', 'F4', 'D4', 'C4', 'C5', 'C5', 'F5', 'F5', 'C5', 'F4', 'G4', 'A4', 'G4', 'D4', 'F4', 'D4', 'C4']","['C', 'G', 'F', 'D', 'A']","['C', 'G', 'F', 'D', 'A']"
han,Liu zhi dan,"Asia, China, Shanxi Shanbei",B-,"['E-5', 'C5', 'B-4', 'A-4', 'B-4', 'E-4', 'F4', 'E-5', 'C5', 'B-4', 'A-4', 'A-4', 'B-4', 'E-4', 'F4', 'E-5', 'F5', 'E-5', 'F5', 'E-5', 'C5', 'B-4', 'A-4', 'A-4', 'F4', 'E-4', 'C4', 'B-3', 'E-5', 'E-5', 'C5', 'B-4', 'E-5', 'B-4', 'A-4', 'F4', 'E-4', 'F4', 'E-4', 'C4', 'B-3']",41,"['E-', 'C', 'B-', 'A-', 'F']",5,C,"['F4', 'D4', 'C4', 'B-3', 'C4', 'F3', 'G3', 'F4', 'D4', 'C4', 'B-3', 'B-3', 'C4', 'F3', 'G3', 'F4', 'G4', 'F4', 'G4', 'F4', 'D4', 'C4', 'B-3', 'B-3', 'G3', 'F3', 'D3', 'C3', 'F4', 'F4', 'D4', 'C4', 'F4', 'C4', 'B-3', 'G3', 'F3', 'G3', 'F3', 'D3', 'C3']","['F', 'D', 'C', 'B-', 'G']","['C', 'F', 'G', 'B-', 'D']"
han,Zanmen de hongjun shi li zhong,"Asia, China, Shanxi Shanbei",E,"['E5', 'E4', 'A4', 'G4', 'A4', 'B4', 'E5', 'D5', 'E5', 'B4', 'E5', 'E4', 'A4', 'G4', 'A4', 'B4', 'D5', 'B4', 'A4', 'G4', 'B4', 'A4', 'G4', 'E4']",24,"['E', 'A', 'G', 'B', 'D']",5,C,"['C5', 'C4', 'F4', 'E-4', 'F4', 'G4', 'C5', 'B-4', 'C5', 'G4', 'C5', 'C4', 'F4', 'E-4', 'F4', 'G4', 'B-4', 'G4', 'F4', 'E-4', 'G4', 'F4', 'E-4', 'C4']","['C', 'F', 'E-', 'G', 'B-']","['C', 'G', 'F', 'B-', 'E-']"
han,Yi gan hongqi kongzhong piao,"Asia, China, Shanxi Shanbei",D,"['C5', 'D5', 'G5', 'D5', 'E5', 'D5', 'C5', 'A4', 'C5', 'A4', 'G4', 'D4', 'C5', 'C5', 'D5', 'E5', 'D5', 'C5', 'A4', 'G4', 'C5', 'A4', 'A4', 'G4', 'D4']",25,"['C', 'D', 'G', 'E', 'A']",5,C,"['B-4', 'C5', 'F5', 'C5', 'D5', 'C5', 'B-4', 'G4', 'B-4', 'G4', 'F4', 'C4', 'B-4', 'B-4', 'C5', 'D5', 'C5', 'B-4', 'G4', 'F4', 'B-4', 'G4', 'G4', 'F4', 'C4']","['B-', 'C', 'F', 'D', 'G']","['C', 'B-', 'G', 'F', 'D']"
han,"Da nangoucha, Weggabelung)","Asia, China, Shanxi Wubao",F,"['C5', 'C5', 'D5', 'F5', 'C5', 'F5', 'D5', 'C5', 'A4', 'G4', 'F4', 'C5', 'D4', 'F4', 'F4', 'F5', 'D5', 'C5', 'C5', 'F4', 'G4', 'C5', 'A4', 'G4', 'F4', 'F4', 'G4', 'A4', 'A4', 'G4', 'C5', 'A4', 'G4', 'F4', 'G4', 'G4', 'G4', 'D4', 'F4', 'D4', 'C4']",41,"['C', 'D', 'F', 'A', 'G']",5,C,"['G4', 'G4', 'A4', 'C5', 'G4', 'C5', 'A4', 'G4', 'E4', 'D4', 'C4', 'G4', 'A3', 'C4', 'C4', 'C5', 'A4', 'G4', 'G4', 'C4', 'D4', 'G4', 'E4', 'D4', 'C4', 'C4', 'D4', 'E4', 'E4', 'D4', 'G4', 'E4', 'D4', 'C4', 'D4', 'D4', 'D4', 'A3', 'C4', 'A3', 'G3']","['G', 'A', 'C', 'E', 'D']","['C', 'G', 'D', 'A', 'E']"
han,Heng shan li xialai xie youji dui,"Asia, China, Shanxi Shanbei",F,"['B-5', 'G5', 'F5', 'B-5', 'C6', 'F6', 'C6', 'F6', 'B-5', 'G5', 'F5', 'F6', 'C6', 'B-5', 'C6', 'F5', 'G5', 'B-5', 'C6', 'F6', 'C6', 'B-5', 'G5', 'F5', 'G5', 'F5']",26,"['B-', 'G', 'F', 'C']",4,C,"['F5', 'D5', 'C5', 'F5', 'G5', 'C6', 'G5', 'C6', 'F5', 'D5', 'C5', 'C6', 'G5', 'F5', 'G5', 'C5', 'D5', 'F5', 'G5', 'C6', 'G5', 'F5', 'D5', 'C5', 'D5', 'C5']","['F', 'D', 'C', 'G']","['C', 'F', 'G', 'D']"
han,Wo de gege dangle hongjun,"Asia, China, Shanxi Suide, Mizhi",D,"['G4', 'F4', 'E4', 'D4', 'D4', 'D4', 'G4', 'A4', 'E5', 'D5', 'D5', 'C5', 'A4', 'C5', 'A4', 'G4', 'F4', 'D4', 'G4', 'A4', 'F4', 'G4', 'A4', 'D5', 'C5', 'A4', 'F4', 'G4', 'A4', 'F4', 'D4', 'D5', 'D5', 'G5', 'D5', 'C5', 'A4', 'C5', 'A4', 'G4', 'F4', 'D4', 'D5', 'D5', 'G5', 'D5', 'C5', 'A4', 'D5', 'D5', 'G5', 'D5', 'C5', 'A4', 'C5', 'A4', 'G4', 'F4', 'D4', 'G4', 'G4', 'C5', 'A4', 'G4', 'F4', 'D4', 'D4', 'G4', 'F4', 'E4', 'D4', 'D4', 'D4', 'G4', 'A4', 'E5', 'D5', 'D5', 'C5', 'A4', 'C5', 'A4', 'G4', 'F4', 'D4', 'G4', 'A4', 'F4', 'G4', 'A4', 'D5', 'C5', 'A4', 'F4', 'G4', 'A4', 'F4', 'D4']",98,"['G', 'F', 'E', 'D', 'A', 'C']",6,C,"['F4', 'E-4', 'D4', 'C4', 'C4', 'C4', 'F4', 'G4', 'D5', 'C5', 'C5', 'B-4', 'G4', 'B-4', 'G4', 'F4', 'E-4', 'C4', 'F4', 'G4', 'E-4', 'F4', 'G4', 'C5', 'B-4', 'G4', 'E-4', 'F4', 'G4', 'E-4', 'C4', 'C5', 'C5', 'F5', 'C5', 'B-4', 'G4', 'B-4', 'G4', 'F4', 'E-4', 'C4', 'C5', 'C5', 'F5', 'C5', 'B-4', 'G4', 'C5', 'C5', 'F5', 'C5', 'B-4', 'G4', 'B-4', 'G4', 'F4', 'E-4', 'C4', 'F4', 'F4', 'B-4', 'G4', 'F4', 'E-4', 'C4', 'C4', 'F4', 'E-4', 'D4', 'C4', 'C4', 'C4', 'F4', 'G4', 'D5', 'C5', 'C5', 'B-4', 'G4', 'B-4', 'G4', 'F4', 'E-4', 'C4', 'F4', 'G4', 'E-4', 'F4', 'G4', 'C5', 'B-4', 'G4', 'E-4', 'F4', 'G4', 'E-4', 'C4']","['F', 'E-', 'D', 'C', 'G', 'B-']","['C', 'G', 'F', 'E-', 'B-']"
han,Huaishu kaihua,"Asia, China, Shanxi Shanbei",D,"['C5', 'A4', 'G4', 'C5', 'D5', 'E5', 'E5', 'D5', 'C5', 'E5', 'D5', 'D5', 'E5', 'A4', 'G4', 'A4', 'C5', 'D5', 'D5', 'A4', 'C5', 'A4', 'G4']",23,"['C', 'A', 'G', 'D', 'E']",5,C,"['B-4', 'G4', 'F4', 'B-4', 'C5', 'D5', 'D5', 'C5', 'B-4', 'D5', 'C5', 'C5', 'D5', 'G4', 'F4', 'G4', 'B-4', 'C5', 'C5', 'G4', 'B-4', 'G4', 'F4']","['B-', 'G', 'F', 'C', 'D']","['C', 'B-', 'F', 'D', 'G']"
han,Da suan zao,"Asia, China, Shanxi",C,"['C5', 'C5', 'G4', 'G4', 'A4', 'C5', 'C5', 'G4', 'G4', 'A4', 'B-4', 'B-4', 'C5', 'F5', 'D5', 'C5', 'B-4', 'B-4', 'C5', 'F5', 'D5', 'C5', 'G4', 'C5', 'A4', 'G4', 'F4', 'F4', 'D4', 'C4', 'F4', 'F4', 'D4', 'C4', 'F4', 'G4', 'C5', 'A4', 'G4', 'A4', 'F4', 'G4', 'A4', 'F4', 'D4', 'C4']",46,"['C', 'G', 'A', 'B-', 'F', 'D']",6,C,"['C5', 'C5', 'G4', 'G4', 'A4', 'C5', 'C5', 'G4', 'G4', 'A4', 'B-4', 'B-4', 'C5', 'F5', 'D5', 'C5', 'B-4', 'B-4', 'C5', 'F5', 'D5', 'C5', 'G4', 'C5', 'A4', 'G4', 'F4', 'F4', 'D4', 'C4', 'F4', 'F4', 'D4', 'C4', 'F4', 'G4', 'C5', 'A4', 'G4', 'A4', 'F4', 'G4', 'A4', 'F4', 'D4', 'C4']","['C', 'G', 'A', 'B-', 'F', 'D']","['C', 'F', 'G', 'B-', 'D']"
han,Qiu shou(Herbsternte),"Asia, China, Shanxi Shanbei",E,"['E5', 'E5', 'F#5', 'A5', 'C#5', 'B4', 'A4', 'B4', 'A5', 'F#5', 'E5', 'E5', 'C#5', 'B4', 'C#5', 'B4', 'E4', 'A4', 'B4', 'E5', 'D5', 'C#5', 'B4', 'A4', 'G#4', 'F#4', 'E4', 'E5', 'A4', 'G#4', 'F#4', 'E4', 'F#4', 'E4', 'B3', 'E4']",36,"['E', 'F#', 'A', 'C#', 'B', 'D', 'G#']",7,C,"['C5', 'C5', 'D5', 'F5', 'A4', 'G4', 'F4', 'G4', 'F5', 'D5', 'C5', 'C5', 'A4', 'G4', 'A4', 'G4', 'C4', 'F4', 'G4', 'C5', 'B-4', 'A4', 'G4', 'F4', 'E4', 'D4', 'C4', 'C5', 'F4', 'E4', 'D4', 'C4', 'D4', 'C4', 'G3', 'C4']","['C', 'D', 'F', 'A', 'G', 'B-', 'E']","['C', 'F', 'G', 'D', 'B-']"
han,"Xiu jin bian, Goldinschriften sticken)","Asia, China, Shanxi Guanzhong",C,"['C6', 'B-5', 'G5', 'C6', 'F6', 'D6', 'C6', 'D6', 'C6', 'B-5', 'G5', 'C6', 'D6', 'F6', 'C6', 'B-5', 'G5', 'G5', 'F5', 'E-5', 'C5', 'F5', 'G5', 'C6', 'F5', 'G5', 'C6', 'B-5', 'G5', 'B-5', 'G5', 'F5', 'E-5', 'F5', 'G5', 'G5', 'B-5', 'G5', 'F5', 'E-5', 'D5', 'C5', 'F5', 'C5']",44,"['C', 'B-', 'G', 'F', 'D', 'E-']",6,C,"['C6', 'B-5', 'G5', 'C6', 'F6', 'D6', 'C6', 'D6', 'C6', 'B-5', 'G5', 'C6', 'D6', 'F6', 'C6', 'B-5', 'G5', 'G5', 'F5', 'E-5', 'C5', 'F5', 'G5', 'C6', 'F5', 'G5', 'C6', 'B-5', 'G5', 'B-5', 'G5', 'F5', 'E-5', 'F5', 'G5', 'G5', 'B-5', 'G5', 'F5', 'E-5', 'D5', 'C5', 'F5', 'C5']","['C', 'B-', 'G', 'F', 'D', 'E-']","['C', 'G', 'F', 'E-', 'B-']"
han,Yonghu balu jun,"Asia, China, Shanxi Shanbei",C,"['A4', 'C5', 'D5', 'F5', 'F5', 'D5', 'C5', 'A4', 'C5', 'F5', 'C5', 'A4', 'C5', 'D5', 'D5', 'F5', 'D5', 'C5', 'A4', 'G4', 'F4', 'G4', 'A4', 'G4', 'C5', 'E-4', 'C5', 'E-4', 'C5', 'A4', 'C5', 'D5', 'F4', 'D4', 'F4', 'G4', 'G4', 'A4', 'G4', 'F4', 'D4', 'C4', 'A3', 'C4', 'D4', 'C4', 'G4', 'F4', 'G4', 'A4', 'G4', 'A4', 'C5', 'A4', 'C5', 'D5', 'F4', 'D4', 'F4', 'G4', 'G4', 'A4', 'G4', 'F4', 'D4', 'C4', 'A3', 'C4', 'D4', 'C4']",70,"['A', 'C', 'D', 'F', 'G', 'E-']",6,C,"['A4', 'C5', 'D5', 'F5', 'F5', 'D5', 'C5', 'A4', 'C5', 'F5', 'C5', 'A4', 'C5', 'D5', 'D5', 'F5', 'D5', 'C5', 'A4', 'G4', 'F4', 'G4', 'A4', 'G4', 'C5', 'E-4', 'C5', 'E-4', 'C5', 'A4', 'C5', 'D5', 'F4', 'D4', 'F4', 'G4', 'G4', 'A4', 'G4', 'F4', 'D4', 'C4', 'A3', 'C4', 'D4', 'C4', 'G4', 'F4', 'G4', 'A4', 'G4', 'A4', 'C5', 'A4', 'C5', 'D5', 'F4', 'D4', 'F4', 'G4', 'G4', 'A4', 'G4', 'F4', 'D4', 'C4', 'A3', 'C4', 'D4', 'C4']","['A', 'C', 'D', 'F', 'G', 'E-']","['C', 'G', 'F', 'A', 'D']"
han,Jiaofu diao,"Asia, China, Shanxi Shanbei",D,"['D4', 'G4', 'G4', 'G4', 'G4', 'A4', 'D5', 'D5', 'G5', 'D5', 'A4', 'G4', 'D4', 'G4', 'G4', 'G4', 'A4', 'D5', 'A4', 'G4', 'A4', 'D5', 'A4', 'G4', 'E4', 'D4', 'E4', 'D4']",28,"['D', 'G', 'A', 'E']",4,C,"['C4', 'F4', 'F4', 'F4', 'F4', 'G4', 'C5', 'C5', 'F5', 'C5', 'G4', 'F4', 'C4', 'F4', 'F4', 'F4', 'G4', 'C5', 'G4', 'F4', 'G4', 'C5', 'G4', 'F4', 'D4', 'C4', 'D4', 'C4']","['C', 'F', 'G', 'D']","['C', 'F', 'G', 'D']"
han,"Mai wawa , eigene Kinder verkaufen)","Asia, China, Shanxi Jingbian",G,"['D5', 'D5', 'D5', 'G5', 'C5', 'A4', 'G4', 'C5', 'C5', 'C5', 'D5', 'F4', 'G4', 'E-4', 'D4', 'C4', 'B-4', 'C5', 'D5', 'D5', 'G4', 'G5', 'C5', 'D5', 'B-4', 'A4', 'G4', 'G4', 'F4', 'G4', 'D5', 'B-4', 'C5', 'B-4', 'G4', 'F4', 'G4', 'B-4', 'A4', 'G4']",40,"['D', 'G', 'C', 'A', 'F', 'E-', 'B-']",7,C,"['G4', 'G4', 'G4', 'C5', 'F4', 'D4', 'C4', 'F4', 'F4', 'F4', 'G4', 'B-3', 'C4', 'G#3', 'G3', 'F3', 'E-4', 'F4', 'G4', 'G4', 'C4', 'C5', 'F4', 'G4', 'E-4', 'D4', 'C4', 'C4', 'B-3', 'C4', 'G4', 'E-4', 'F4', 'E-4', 'C4', 'B-3', 'C4', 'E-4', 'D4', 'C4']","['G', 'C', 'F', 'D', 'B-', 'G#', 'E-']","['C', 'G', 'F', 'E-', 'B-']"
han,Lan gong diao,"Asia, China, Shanxi Shanbei",F,"['B-4', 'C5', 'F5', 'D5', 'C5', 'F5', 'D5', 'C5', 'B-4', 'C5', 'B-4', 'G4', 'F4', 'B-4', 'C5', 'C5', 'F5', 'D5', 'C5', 'B-4', 'C5', 'B-4', 'G4', 'F4', 'B-4', 'B-4', 'B-4', 'B-4', 'F4', 'G4', 'A4', 'G4', 'F4', 'F4', 'G4', 'G4', 'F4', 'D4', 'C4']",39,"['B-', 'C', 'F', 'D', 'G', 'A']",6,C,"['F4', 'G4', 'C5', 'A4', 'G4', 'C5', 'A4', 'G4', 'F4', 'G4', 'F4', 'D4', 'C4', 'F4', 'G4', 'G4', 'C5', 'A4', 'G4', 'F4', 'G4', 'F4', 'D4', 'C4', 'F4', 'F4', 'F4', 'F4', 'C4', 'D4', 'E4', 'D4', 'C4', 'C4', 'D4', 'D4', 'C4', 'A3', 'G3']","['F', 'G', 'C', 'A', 'D', 'E']","['C', 'G', 'F', 'D', 'A']"
han,Tai shitou,"Asia, China, Shanxi Nanzheng(suedl. d. Qinling-Gebirges)",D,"['D6', 'D6', 'F6', 'D6', 'D6', 'B-5', 'G5', 'D6', 'C6', 'D6', 'C6', 'B-5', 'G5', 'B-5', 'C6', 'B-5', 'G5', 'B-5', 'G5', 'F5', 'G5', 'B-5', 'G5', 'B-5', 'G5', 'F5', 'G5', 'B-5', 'G5', 'F5']",30,"['D', 'F', 'B-', 'G', 'C']",5,C,"['C6', 'C6', 'E-6', 'C6', 'C6', 'A-5', 'F5', 'C6', 'B-5', 'C6', 'B-5', 'A-5', 'F5', 'A-5', 'B-5', 'A-5', 'F5', 'A-5', 'F5', 'E-5', 'F5', 'A-5', 'F5', 'A-5', 'F5', 'E-5', 'F5', 'A-5', 'F5', 'E-5']","['C', 'E-', 'A-', 'F', 'B-']","['C', 'E-', 'F', 'A-', 'B-']"
han,Lang zai duimen chang Shange,"Asia, China, Shanxi Ziyang(sdl. d. Qinling-Gebirgs)",B,"['B4', 'B4', 'D5', 'F#5', 'D5', 'B4', 'E5', 'B4', 'D5', 'E5', 'E5', 'F#5', 'F#5', 'B4', 'B4', 'D5', 'D5', 'D5', 'E5', 'F#5', 'F#5', 'D5', 'F#5', 'D5', 'B4', 'B4', 'D5', 'B4', 'D5', 'B4', 'D5', 'B4', 'B4', 'B4', 'D5', 'B4', 'B4', 'B4', 'D5', 'B4', 'B4', 'B4', 'F#5', 'D5', 'E5', 'F#5', 'D5', 'B4', 'D5', 'D5', 'B4', 'B4', 'B4', 'B4', 'D5', 'B4', 'D5', 'D5', 'B4', 'B4', 'D5', 'D5', 'D5', 'B4', 'B4', 'F#5', 'E5', 'D5', 'B4', 'D5', 'E5', 'F#5', 'D5', 'D5', 'B4', 'B4', 'D5', 'E5', 'F#5', 'F#5', 'D5', 'F#5', 'D5', 'B4', 'B4']",85,"['B', 'D', 'F#', 'E']",4,C,"['C4', 'C4', 'E-4', 'G4', 'E-4', 'C4', 'F4', 'C4', 'E-4', 'F4', 'F4', 'G4', 'G4', 'C4', 'C4', 'E-4', 'E-4', 'E-4', 'F4', 'G4', 'G4', 'E-4', 'G4', 'E-4', 'C4', 'C4', 'E-4', 'C4', 'E-4', 'C4', 'E-4', 'C4', 'C4', 'C4', 'E-4', 'C4', 'C4', 'C4', 'E-4', 'C4', 'C4', 'C4', 'G4', 'E-4', 'F4', 'G4', 'E-4', 'C4', 'E-4', 'E-4', 'C4', 'C4', 'C4', 'C4', 'E-4', 'C4', 'E-4', 'E-4', 'C4', 'C4', 'E-4', 'E-4', 'E-4', 'C4', 'C4', 'G4', 'F4', 'E-4', 'C4', 'E-4', 'F4', 'G4', 'E-4', 'E-4', 'C4', 'C4', 'E-4', 'F4', 'G4', 'G4', 'E-4', 'G4', 'E-4', 'C4', 'C4']","['C', 'E-', 'G', 'F']","['C', 'E-', 'F', 'G']"
han,Liang ba shanzi,"Asia, China, Shanxi Ziyang(sdl. d. Qinling-Gebirges)",B-,"['G5', 'B-5', 'F5', 'G5', 'B-5', 'C6', 'B-5', 'G5', 'F5', 'B-5', 'B-5', 'D6', 'C6', 'C6', 'B-5', 'G5', 'B-5', 'B-5', 'D6', 'C6', 'C6', 'B-5', 'G5', 'B-5', 'C6', 'G5', 'B-5', 'B-5', 'C6', 'G5', 'B-5', 'C6', 'F5', 'G5', 'F5', 'B-5', 'G5', 'D6', 'B-5', 'C6', 'B-5', 'G5', 'B-5', 'F5']",44,"['G', 'B-', 'F', 'C', 'D']",5,C,"['A4', 'C5', 'G4', 'A4', 'C5', 'D5', 'C5', 'A4', 'G4', 'C5', 'C5', 'E5', 'D5', 'D5', 'C5', 'A4', 'C5', 'C5', 'E5', 'D5', 'D5', 'C5', 'A4', 'C5', 'D5', 'A4', 'C5', 'C5', 'D5', 'A4', 'C5', 'D5', 'G4', 'A4', 'G4', 'C5', 'A4', 'E5', 'C5', 'D5', 'C5', 'A4', 'C5', 'G4']","['A', 'C', 'G', 'D', 'E']","['C', 'G', 'D', 'A', 'E']"
han,Jie er ge,"Asia, China, Shanxi Shangxian, Sd)",D,"['D5', 'D5', 'D5', 'F5', 'D5', 'C5', 'D5', 'C5', 'B-4', 'A4', 'G4', 'C5', 'D5', 'G4', 'A4', 'A4', 'G4', 'F4', 'D4', 'D4', 'D5', 'C5', 'D5', 'C5', 'D5', 'C5', 'A4', 'G4', 'C5', 'D5', 'G4', 'A4', 'A4', 'G4', 'F4', 'D4', 'D4', 'D5', 'D5', 'F5', 'D5', 'C5', 'D5', 'C5', 'A4', 'G4', 'A4', 'G4', 'F4', 'A4', 'A4', 'G4', 'F4', 'F4', 'G4', 'A4', 'D5', 'D5', 'G4', 'A4', 'C5', 'D5', 'G4', 'A4', 'A4', 'G4', 'F4', 'D4', 'D4', 'D5', 'C5', 'D5', 'C5', 'D5', 'C5', 'A4', 'G4', 'F4', 'C5', 'D5', 'G4', 'A4', 'A4', 'G4', 'F4', 'D4', 'D4']",87,"['D', 'F', 'C', 'B-', 'A', 'G']",6,C,"['C5', 'C5', 'C5', 'E-5', 'C5', 'B-4', 'C5', 'B-4', 'A-4', 'G4', 'F4', 'B-4', 'C5', 'F4', 'G4', 'G4', 'F4', 'E-4', 'C4', 'C4', 'C5', 'B-4', 'C5', 'B-4', 'C5', 'B-4', 'G4', 'F4', 'B-4', 'C5', 'F4', 'G4', 'G4', 'F4', 'E-4', 'C4', 'C4', 'C5', 'C5', 'E-5', 'C5', 'B-4', 'C5', 'B-4', 'G4', 'F4', 'G4', 'F4', 'E-4', 'G4', 'G4', 'F4', 'E-4', 'E-4', 'F4', 'G4', 'C5', 'C5', 'F4', 'G4', 'B-4', 'C5', 'F4', 'G4', 'G4', 'F4', 'E-4', 'C4', 'C4', 'C5', 'B-4', 'C5', 'B-4', 'C5', 'B-4', 'G4', 'F4', 'E-4', 'B-4', 'C5', 'F4', 'G4', 'G4', 'F4', 'E-4', 'C4', 'C4']","['C', 'E-', 'B-', 'A-', 'G', 'F']","['C', 'B-', 'F', 'G', 'E-']"
han,"Zou xikou, 1)","Asia, China, Shanxi, Shanbei",F,"['D5', 'C5', 'D5', 'C5', 'B-4', 'G4', 'B-4', 'F4', 'C5', 'C5', 'D5', 'C5', 'C5', 'D5', 'F5', 'D5', 'C5', 'C5', 'C5', 'D5', 'G5', 'F5', 'F5', 'D5', 'F5', 'D5', 'G4', 'B-4', 'D5', 'D5', 'C5', 'B-4', 'G4', 'F4', 'G4', 'B-4', 'F4']",37,"['D', 'C', 'B-', 'G', 'F']",5,C,"['A4', 'G4', 'A4', 'G4', 'F4', 'D4', 'F4', 'C4', 'G4', 'G4', 'A4', 'G4', 'G4', 'A4', 'C5', 'A4', 'G4', 'G4', 'G4', 'A4', 'D5', 'C5', 'C5', 'A4', 'C5', 'A4', 'D4', 'F4', 'A4', 'A4', 'G4', 'F4', 'D4', 'C4', 'D4', 'F4', 'C4']","['A', 'G', 'F', 'D', 'C']","['C', 'G', 'A', 'F', 'D']"
han,"Zou xikou, 2)","Asia, China, Shanxi, Fugu",C,"['D6', 'B-5', 'C6', 'C6', 'D6', 'B-5', 'C6', 'F6', 'E-6', 'D6', 'C6', 'D6', 'B-5', 'C6', 'D6', 'B-5', 'B-5', 'C6', 'A5', 'G5', 'F5', 'B-5', 'B-5', 'C6', 'F6', 'F6', 'D6', 'C6', 'D6', 'B-5', 'A5', 'G5', 'F5', 'D5', 'F5', 'B-5', 'B-5', 'B-5', 'G5', 'F5', 'D5', 'B-5', 'D5', 'C5']",44,"['D', 'B-', 'C', 'F', 'E-', 'A', 'G']",7,C,"['D6', 'B-5', 'C6', 'C6', 'D6', 'B-5', 'C6', 'F6', 'E-6', 'D6', 'C6', 'D6', 'B-5', 'C6', 'D6', 'B-5', 'B-5', 'C6', 'A5', 'G5', 'F5', 'B-5', 'B-5', 'C6', 'F6', 'F6', 'D6', 'C6', 'D6', 'B-5', 'A5', 'G5', 'F5', 'D5', 'F5', 'B-5', 'B-5', 'B-5', 'G5', 'F5', 'D5', 'B-5', 'D5', 'C5']","['D', 'B-', 'C', 'F', 'E-', 'A', 'G']","['C', 'F', 'B-', 'D', 'A']"
